m_id,m_gametext
41884,"[""Sterra's Testimony"",'','','','','','','','','','','']"
41885,"[""Logar's Testimony"",'','','','','','','','','','','']"
41886,"[""Bil's Testimony"",'','','','','','','','','','','']"
42768,"[""Merchant's Information"",'','','','','','','','','','','']"
40485,"['Trade Agreement','','','','','','','','','','','']"
40486,"['Panacea Herb','','','','','','','','','','','']"
40487,"[""Armor Eater's Carapace"",'','','','','','','','','','','']"
40488,"['Alpaca Bag','','','','','','','','','','','']"
41356,"[""Heroes' Vestiges (Cragspear)"",'','','','','','','','','','','']"
41388,"[""Heroes' Vestiges (Valore)"",'','','','','','','','','','','']"
41541,"[""Heroes' Vestiges (Hornburg)"",'','','','','','','','','','','']"
40526,"['Wisdom Fragment','','','','','','','','','','','']"
40528,"['Ultimate Seed','','','','','','','','','','','']"
40529,"['Wisdom Nut','','','','','','','','','','','']"
42780,"['Emberfruit Fragment','','','','','','','','','','','']"
42782,"['Emberfruit Nut','','','','','','','','','','','']"
40540,"['Ultimate Training Ticket (1 Time)','','','','','','','','','','','']"
40541,"['Ultimate Training Ticket (5 Times)','','','','','','','','','','','']"
40542,"['Trial Recovery Potion (All)','','','','','','','','','','','']"
40543,"['Trial Recovery Potion (Single)','','','','','','','','','','','']"
40912,"['Job Training Ticket (1 Time)','','','','','','','','','','','']"
40913,"['Job Training Ticket (5 Times)','','','','','','','','','','','']"
40923,"['Veteran Training Ticket (1 Time)','','','','','','','','','','','']"
40924,"['Veteran Training Ticket (5 Times)','','','','','','','','','','','']"
41367,"['Master Training Ticket (1 Time)','','','','','','','','','','','']"
41368,"['Master Training Ticket (5 Times)','','','','','','','','','','','']"
41933,"['Elite Training Ticket (10 Times)','','','','','','','','','','','']"
41934,"['Elite Training Ticket (50 Times)','','','','','','','','','','','']"
41935,"['Elite Recovery Potion (All)','','','','','','','','','','','']"
41936,"['Elite Recovery Potion (Single)','','','','','','','','','','','']"
40551,"['Ultimate Training Ticket Box (M)','','','','','','','','','','','']"
40552,"['Ultimate Training Ticket Box (L)','','','','','','','','','','','']"
40927,"['Job Training Box (S)','','','','','','','','','','','']"
41943,"['Elite Training Ticket Box (M)','','','','','','','','','','','']"
41944,"['Elite Training Recovery Box (M)','','','','','','','','','','','']"
40555,"['Awakening Stone','','','','','','','','','','','']"
40563,"[""<JobIcon_0001>Sofia's Awakening Stone"",'','','','','','','','','','','']"
40564,"[""<JobIcon_0002>Fiore's Awakening Stone"",'','','','','','','','','','','']"
40565,"[""Scarecrow's Awakening Stone"",'','','','','','','','','','','']"
40566,"[""Gilderoy's Awakening Stone"",'','','','','','','','','','','']"
40567,"[""<JobIcon_0005>Millard's Awakening Stone"",'','','','','','','','','','','']"
40568,"[""Viola's Awakening Stone"",'','','','','','','','','','','']"
40569,"[""Theo's Awakening Stone"",'','','','','','','','','','','']"
40570,"[""Lynette's Awakening Stone"",'','','','','','','','','','','']"
40571,"[""Lionel's Awakening Stone"",'','','','','','','','','','','']"
40572,"[""Molrusso's Awakening Stone"",'','','','','','','','','','','']"
40573,"[""<JobIcon_0068>Primrose's Awakening Stone"",'','','','','','','','','','','']"
40574,"[""Olberic's Awakening Stone"",'','','','','','','','','','','']"
40575,"[""<JobIcon_0070>Tressa's Awakening Stone"",'','','','','','','','','','','']"
40576,"[""Alfyn's Awakening Stone"",'','','','','','','','','','','']"
40577,"[""<JobIcon_0072>H'aanit's Awakening Stone"",'','','','','','','','','','','']"
40578,"[""Cyrus's Awakening Stone"",'','','','','','','','','','','']"
40579,"[""Ophilia's Awakening Stone"",'','','','','','','','','','','']"
40580,"[""Therion's Awakening Stone"",'','','','','','','','','','','']"
40583,"[""Leon's Awakening Stone"",'','','','','','','','','','','']"
40585,"[""Z'aanta's Awakening Stone"",'','','','','','','','','','','']"
40586,"[""Therese's Awakening Stone"",'','','','','','','','','','','']"
40587,"[""Lianna's Awakening Stone"",'','','','','','','','','','','']"
40588,"[""Heathcote's Awakening Stone"",'','','','','','','','','','','']"
40589,"[""<JobIcon_0084>Lumis's Awakening Stone"",'','','','','','','','','','','']"
40591,"[""Harley's Awakening Stone"",'','','','','','','','','','','']"
40592,"[""Tithi's Awakening Stone"",'','','','','','','','','','','']"
40593,"[""Molu's Awakening Stone"",'','','','','','','','','','','']"
40594,"[""Varkyn's Awakening Stone"",'','','','','','','','','','','']"
40596,"[""Dorothea's Awakening Stone"",'','','','','','','','','','','']"
40598,"[""Yunnie's Awakening Stone"",'','','','','','','','','','','']"
40599,"[""Ri'tu's Awakening Stone"",'','','','','','','','','','','']"
40600,"[""Lars's Awakening Stone"",'','','','','','','','','','','']"
40601,"[""Eliza's Awakening Stone"",'','','','','','','','','','','']"
40602,"[""Soleil's Awakening Stone"",'','','','','','','','','','','']"
40603,"[""Lemaire's Awakening Stone"",'','','','','','','','','','','']"
40604,"[""Odette's Awakening Stone"",'','','','','','','','','','','']"
40605,"[""Stead's Awakening Stone"",'','','','','','','','','','','']"
40607,"[""Cardona's Awakening Stone"",'','','','','','','','','','','']"
40608,"[""Cecily's Awakening Stone"",'','','','','','','','','','','']"
40609,"[""Sertet's Awakening Stone"",'','','','','','','','','','','']"
40610,"[""Canary's Awakening Stone"",'','','','','','','','','','','']"
40611,"[""Nicola's Awakening Stone"",'','','','','','','','','','','']"
40612,"[""Tikilen's Awakening Stone"",'','','','','','','','','','','']"
40614,"[""W'ludai's Awakening Stone"",'','','','','','','','','','','']"
40615,"[""Falco's Awakening Stone"",'','','','','','','','','','','']"
40618,"[""Kersjes's Awakening Stone"",'','','','','','','','','','','']"
40621,"[""Chloe's Awakening Stone"",'','','','','','','','','','','']"
40622,"[""Yan Long's Awakening Stone"",'','','','','','','','','','','']"
40623,"[""Jillmeila's Awakening Stone"",'','','','','','','','','','','']"
40626,"[""Glossom's Awakening Stone"",'','','','','','','','','','','']"
40627,"[""Gertrude's Awakening Stone"",'','','','','','','','','','','']"
40628,"[""Hasumi's Awakening Stone"",'','','','','','','','','','','']"
40629,"[""Kouren's Awakening Stone"",'','','','','','','','','','','']"
40630,"[""Largo's Awakening Stone"",'','','','','','','','','','','']"
40631,"[""Eleonora's Awakening Stone"",'','','','','','','','','','','']"
40642,"[""Hayes's Awakening Stone"",'','','','','','','','','','','']"
40643,"[""Promme's Awakening Stone"",'','','','','','','','','','','']"
40647,"[""Zenia's Awakening Stone"",'','','','','','','','','','','']"
40650,"[""Hammy's Awakening Stone"",'','','','','','','','','','','']"
40657,"[""Joshua's Awakening Stone"",'','','','','','','','','','','']"
40658,"[""Nina-Lanna's Awakening Stone"",'','','','','','','','','','','']"
40660,"[""Nona's Awakening Stone"",'','','','','','','','','','','']"
40673,"[""Nivelle's Awakening Stone"",'','','','','','','','','','','']"
40674,"[""Aedelgard's Awakening Stone"",'','','','','','','','','','','']"
40675,"[""Sarisa's Awakening Stone"",'','','','','','','','','','','']"
40676,"[""Yukes's Awakening Stone"",'','','','','','','','','','','']"
40677,"[""Ditraina's Awakening Stone"",'','','','','','','','','','','']"
40679,"[""Edea's Awakening Stone"",'','','','','','','','','','','']"
40680,"[""Agnès's Awakening Stone"",'','','','','','','','','','','']"
40681,"[""Elvis's Awakening Stone"",'','','','','','','','','','','']"
40682,"[""Adelle's Awakening Stone"",'','','','','','','','','','','']"
40684,"[""Ogen's Awakening Stone"",'','','','','','','','','','','']"
40884,"[""2B's Awakening Stone"",'','','','','','','','','','','']"
40885,"[""9S's Awakening Stone"",'','','','','','','','','','','']"
40886,"[""A2's Awakening Stone"",'','','','','','','','','','','']"
41609,"[""Frederica's Awakening Stone"",'','','','','','','','','','','']"
41610,"[""Serenoa's Awakening Stone"",'','','','','','','','','','','']"
41611,"[""Roland's Awakening Stone"",'','','','','','','','','','','']"
42833,"[""Oersted's Awakening Stone"",'','','','','','','','','','','']"
42834,"[""Streibough's Awakening Stone"",'','','','','','','','','','','']"
42835,"[""O. Odio's Awakening Stone"",'','','','','','','','','','','']"
42836,"[""S. Odio's Awakening Stone"",'','','','','','','','','','','']"
44014,"[""Isla's Awakening Stone"",'','','','','','','','','','','']"
44016,"[""Rique's Awakening Stone"",'','','','','','','','','','','']"
40847,"[""Richard's Awakening Stone"",'','','','','','','','','','','']"
40848,"[""Bargello's Awakening Stone"",'','','','','','','','','','','']"
40849,"[""Levina's Awakening Stone"",'','','','','','','','','','','']"
40850,"[""<JobIcon_0603>Alaune's Awakening Stone"",'','','','','','','','','','','']"
40966,"[""Rondo's Awakening Stone"",'','','','','','','','','','','']"
40967,"[""Krauser's Awakening Stone"",'','','','','','','','','','','']"
40968,"[""Rinyuu's Awakening Stone"",'','','','','','','','','','','']"
41612,"[""Eltrix's Awakening Stone"",'','','','','','','','','','','']"
41613,"[""Elrica's Awakening Stone"",'','','','','','','','','','','']"
41614,"[""Sonia's Awakening Stone"",'','','','','','','','','','','']"
41616,"[""Signa's Awakening Stone"",'','','','','','','','','','','']"
41617,"[""Sazantos's Awakening Stone"",'','','','','','','','','','','']"
41618,"[""Solon's Awakening Stone"",'','','','','','','','','','','']"
41976,"[""Nephti's Awakening Stone"",'','','','','','','','','','','']"
40969,"[""Herminia's Awakening Stone"",'','','','','','','','','','','']"
40970,"[""Tytos's Awakening Stone"",'','','','','','','','','','','']"
40971,"[""Auguste's Awakening Stone"",'','','','','','','','','','','']"
41621,"[""Tatloch's Awakening Stone"",'','','','','','','','','','','']"
40972,"[""<JobIcon_9001>Sofia's Awakening Stone"",'','','','','','','','','','','']"
40973,"[""<JobIcon_9002>Fiore's Awakening Stone"",'','','','','','','','','','','']"
40974,"[""<JobIcon_9003>H'aanit's Awakening Stone"",'','','','','','','','','','','']"
41622,"[""<JobIcon_9004>Primrose's Awakening Stone"",'','','','','','','','','','','']"
41623,"[""<JobIcon_9005>Tressa's Awakening Stone"",'','','','','','','','','','','']"
41977,"[""<JobIcon_9007>Millard's Awakening Stone"",'','','','','','','','','','','']"
41978,"[""<JobIcon_9008>Lumis's Awakening Stone"",'','','','','','','','','','','']"
41979,"[""<JobIcon_9009>Alaune's Awakening Stone"",'','','','','','','','','','','']"
41672,"[""Cless's Awakening Stone"",'','','','','','','','','','','']"
41673,"[""Kurtz's Awakening Stone"",'','','','','','','','','','','']"
41674,"[""Devin's Awakening Stone"",'','','','','','','','','','','']"
41675,"[""Heinz's Awakening Stone"",'','','','','','','','','','','']"
41676,"[""Trish's Awakening Stone"",'','','','','','','','','','','']"
41677,"[""Sigrid's Awakening Stone"",'','','','','','','','','','','']"
41678,"[""Bertrand's Awakening Stone"",'','','','','','','','','','','']"
41679,"[""Pia's Awakening Stone"",'','','','','','','','','','','']"
41680,"[""Cedric's Awakening Stone"",'','','','','','','','','','','']"
41681,"[""Noelle's Awakening Stone"",'','','','','','','','','','','']"
41682,"[""Merrit's Awakening Stone"",'','','','','','','','','','','']"
41683,"[""Rita's Awakening Stone"",'','','','','','','','','','','']"
41684,"[""Fabio's Awakening Stone"",'','','','','','','','','','','']"
41685,"[""Meena's Awakening Stone"",'','','','','','','','','','','']"
41686,"[""Brigitte's Awakening Stone"",'','','','','','','','','','','']"
41687,"[""Lolo's Awakening Stone"",'','','','','','','','','','','']"
41688,"[""Wingate's Awakening Stone"",'','','','','','','','','','','']"
41689,"[""Laura's Awakening Stone"",'','','','','','','','','','','']"
41690,"[""Ashlan's Awakening Stone"",'','','','','','','','','','','']"
41691,"[""Miles's Awakening Stone"",'','','','','','','','','','','']"
41692,"[""Lucetta's Awakening Stone"",'','','','','','','','','','','']"
41693,"[""Barrad's Awakening Stone"",'','','','','','','','','','','']"
41694,"[""Madelaine's Awakening Stone"",'','','','','','','','','','','']"
41695,"[""Shelby's Awakening Stone"",'','','','','','','','','','','']"
41696,"[""Mabel's Awakening Stone"",'','','','','','','','','','','']"
41697,"[""Cornelia's Awakening Stone"",'','','','','','','','','','','']"
41698,"[""Durand's Awakening Stone"",'','','','','','','','','','','']"
41699,"[""Paula's Awakening Stone"",'','','','','','','','','','','']"
41700,"[""Levan's Awakening Stone"",'','','','','','','','','','','']"
41701,"[""Efrain's Awakening Stone"",'','','','','','','','','','','']"
41702,"[""Cerna's Awakening Stone"",'','','','','','','','','','','']"
41703,"[""Jorn's Awakening Stone"",'','','','','','','','','','','']"
41704,"[""Peredir's Awakening Stone"",'','','','','','','','','','','']"
41705,"[""Tahir's Awakening Stone"",'','','','','','','','','','','']"
41706,"[""Ramona's Awakening Stone"",'','','','','','','','','','','']"
41707,"[""Camilla's Awakening Stone"",'','','','','','','','','','','']"
41708,"[""Aslyte's Awakening Stone"",'','','','','','','','','','','']"
41709,"[""Helga's Awakening Stone"",'','','','','','','','','','','']"
41710,"[""Menno's Awakening Stone"",'','','','','','','','','','','']"
41711,"[""Rodion's Awakening Stone"",'','','','','','','','','','','']"
41712,"[""Iris's Awakening Stone"",'','','','','','','','','','','']"
41713,"[""Narr's Awakening Stone"",'','','','','','','','','','','']"
41714,"[""Kenneth's Awakening Stone"",'','','','','','','','','','','']"
40920,"['Warrior Token (Limited Time)','','','','','','','','','','','']"
40937,"['Merchant Token (Limited Time)','','','','','','','','','','','']"
40938,"['Thief Token (Limited Time)','','','','','','','','','','','']"
40939,"['Apothecary Token (Limited Time)','','','','','','','','','','','']"
40940,"['Hunter Token (Limited Time)','','','','','','','','','','','']"
40941,"['Cleric Token (Limited Time)','','','','','','','','','','','']"
40942,"['Scholar Token (Limited Time)','','','','','','','','','','','']"
40943,"['Dancer Token (Limited Time)','','','','','','','','','','','']"
41941,"['Elite Token','','','','','','','','','','','']"
41466,"[""Fortune's Game Ticket"",'','','','','','','','','','','']"
41830,"[""Conviction's Game Ticket"",'','','','','','','','','','','']"
41451,"['Wealth Medal','','','','','','','','','','','']"
41452,"['Power Medal','','','','','','','','','','','']"
41453,"['Fame Medal','','','','','','','','','','','']"
41454,"['Wealth Medal','','','','','','','','','','','']"
41455,"['Power Medal','','','','','','','','','','','']"
41456,"['Fame Medal','','','','','','','','','','','']"
41792,"['Medal of Conviction','','','','','','','','','','','']"
41793,"['Medal of Conviction','','','','','','','','','','','']"
41507,"['Awakening Stone Shard','','','','','','','','','','','']"
42614,"[""Cait Merchant's Promissory Note"",'','','','','','','','','','','']"
42420,"['Empowering Fortune Box (S)','','','','','','','','','','','']"
42421,"['Empowering Fortune Box (M)','','','','','','','','','','','']"
41332,"['Void Fortune Box I','','','','','','','','','','','']"
41333,"['Void Fortune Box II','','','','','','','','','','','']"
41334,"['Void Fortune Box III','','','','','','','','','','','']"
41383,"['Void Fortune Box IV','','','','','','','','','','','']"
41397,"['Void Fortune Box V','','','','','','','','','','','']"
41430,"['Void Fortune Box VI','','','','','','','','','','','']"
41431,"['Void Fortune Box VII','','','','','','','','','','','']"
41573,"['Void Fortune Box VIII','','','','','','','','','','','']"
41500,"['Bewitching Soul Fortune Box','','','','','','','','','','','']"
41501,"['Tainted Soul Fortune Box','','','','','','','','','','','']"
41502,"['Lovely Soul Fortune Box','','','','','','','','','','','']"
41575,"['Banishing Fortune Box I','','','','','','','','','','','']"
41576,"['Banishing Fortune Box II','','','','','','','','','','','']"
41577,"['Banishing Fortune Box III','','','','','','','','','','','']"
42649,"['Bronze Soul Box','','','','','','','','','','','']"
42650,"['Silver Soul Box','','','','','','','','','','','']"
42651,"['Gold Soul Box','','','','','','','','','','','']"
42652,"['Rainbow Soul Box','','','','','','','','','','','']"
42653,"['War Soul Box','','','','','','','','','','','']"
42654,"['Mastery Soul Box','','','','','','','','','','','']"
41061,"['Void Dust','','','','','','','','','','','']"
41097,"['Soul Shard','','','','','','','','','','','']"
41098,"['Soul Crystal (S)','','','','','','','','','','','']"
41099,"['Soul Crystal (M)','','','','','','','','','','','']"
41100,"['Soul Crystal (L)','','','','','','','','','','','']"
41145,"['Hellstone','','','','','','','','','','','']"
41146,"['Forest Infernal Ore','','','','','','','','','','','']"
41147,"['Blood Ore','','','','','','','','','','','']"
41148,"['Hornburg Ore','','','','','','','','','','','']"
41149,"['Finis Ore','','','','','','','','','','','']"
41150,"['Nether Crystal','','','','','','','','','','','']"
41151,"['Hallowstone','','','','','','','','','','','']"
41152,"['Divine Crystal','','','','','','','','','','','']"
41153,"['Hellbone','','','','','','','','','','','']"
41154,"['Fallen Beast Tusk','','','','','','','','','','','']"
41155,"['Fallen Bone','','','','','','','','','','','']"
41156,"['Guardian Beast Tusk','','','','','','','','','','','']"
41157,"['Infernal Beast Fang','','','','','','','','','','','']"
41158,"['Grotesque Bone','','','','','','','','','','','']"
41159,"[""Sacred Beast's Tusk"",'','','','','','','','','','','']"
41160,"['Primordial Beast Bones','','','','','','','','','','','']"
41161,"['Hellroot','','','','','','','','','','','']"
41162,"['Wailing Flower','','','','','','','','','','','']"
41163,"['Netherfort Thorn','','','','','','','','','','','']"
41164,"['Hornburg Log','','','','','','','','','','','']"
41165,"['Qliphoth Branch','','','','','','','','','','','']"
41166,"['Gehenna Log','','','','','','','','','','','']"
41167,"['World Tree Branch','','','','','','','','','','','']"
41168,"['Log of Creation','','','','','','','','','','','']"
41169,"['Hellgrass','','','','','','','','','','','']"
41170,"['Infernal Phosphorus','','','','','','','','','','','']"
41171,"['Infernal Insect Carapace','','','','','','','','','','','']"
41172,"['Baneweed','','','','','','','','','','','']"
41173,"['Flower of Contrition','','','','','','','','','','','']"
41174,"['Egg of Chaos','','','','','','','','','','','']"
41175,"['Grass of Benevolence','','','','','','','','','','','']"
41176,"['Divine Flower','','','','','','','','','','','']"
41177,"['Hell Polishstone','','','','','','','','','','','']"
41179,"['Forest Infernal Polishstone','','','','','','','','','','','']"
41181,"['Netherfort Polishstone','','','','','','','','','','','']"
41183,"['Timebend Polishstone','','','','','','','','','','','']"
41185,"['Netherworld Polishstone','','','','','','','','','','','']"
41187,"['Abyssal Polishstone','','','','','','','','','','','']"
41189,"['Hallow Polishstone','','','','','','','','','','','']"
41581,"['Dice Polishstone (Wealth)','','','','','','','','','','','']"
41582,"['Dice Polishstone (Power)','','','','','','','','','','','']"
41583,"['Dice Polishstone (Fame)','','','','','','','','','','','']"
43002,"['Life Ore','','','','','','','','','','','']"
43003,"['Life Branch','','','','','','','','','','','']"
43004,"['Life Beast Bone','','','','','','','','','','','']"
43005,"['Life Beast Hide','','','','','','','','','','','']"
43006,"['Life Polishstone','','','','','','','','','','','']"
41193,"['Void Power Soul (Bronze)','','','','','','','','','','','']"
41194,"['Void Power Soul (Silver)','','','','','','','','','','','']"
41195,"['Void Power Soul (Gold)','','','','','','','','','','','']"
41196,"['Void Power Soul (Rainbow)','','','','','','','','','','','']"
41197,"['Enduring Stamina Soul (Bronze)','','','','','','','','','','','']"
41198,"['Enduring Stamina Soul (Silver)','','','','','','','','','','','']"
41199,"['Enduring Stamina Soul (Gold)','','','','','','','','','','','']"
41200,"['Enduring Stamina Soul (Rainbow)','','','','','','','','','','','']"
41201,"['Mighty Magic Soul (Bronze)','','','','','','','','','','','']"
41202,"['Mighty Magic Soul (Silver)','','','','','','','','','','','']"
41203,"['Mighty Magic Soul (Gold)','','','','','','','','','','','']"
41204,"['Mighty Magic Soul (Rainbow)','','','','','','','','','','','']"
41205,"['Rigid Defense Soul (Bronze)','','','','','','','','','','','']"
41206,"['Rigid Defense Soul (Silver)','','','','','','','','','','','']"
41207,"['Rigid Defense Soul (Gold)','','','','','','','','','','','']"
41208,"['Rigid Defense Soul (Rainbow)','','','','','','','','','','','']"
41209,"['Soaring Spirit Soul (Bronze)','','','','','','','','','','','']"
41210,"['Soaring Spirit Soul (Silver)','','','','','','','','','','','']"
41211,"['Soaring Spirit Soul (Gold)','','','','','','','','','','','']"
41212,"['Soaring Spirit Soul (Rainbow)','','','','','','','','','','','']"
41213,"['Careful Critical Soul (Bronze)','','','','','','','','','','','']"
41214,"['Careful Critical Soul (Silver)','','','','','','','','','','','']"
41215,"['Careful Critical Soul (Gold)','','','','','','','','','','','']"
41216,"['Careful Critical Soul (Rainbow)','','','','','','','','','','','']"
41217,"['Raging Anima Soul (Bronze)','','','','','','','','','','','']"
41218,"['Raging Anima Soul (Silver)','','','','','','','','','','','']"
41219,"['Raging Anima Soul (Gold)','','','','','','','','','','','']"
41220,"['Raging Anima Soul (Rainbow)','','','','','','','','','','','']"
41221,"['Solid Speed Soul (Bronze)','','','','','','','','','','','']"
41222,"['Solid Speed Soul (Silver)','','','','','','','','','','','']"
41223,"['Solid Speed Soul (Gold)','','','','','','','','','','','']"
41224,"['Solid Speed Soul (Rainbow)','','','','','','','','','','','']"
41225,"['Dire Fireproof Soul (Silver)','','','','','','','','','','','']"
41226,"['Dire Fireproof Soul (Gold)','','','','','','','','','','','']"
41227,"['Dire Fireproof Soul (Rainbow)','','','','','','','','','','','']"
41228,"['Agonizing Iceproof Soul (Silver)','','','','','','','','','','','']"
41229,"['Agonizing Iceproof Soul (Gold)','','','','','','','','','','','']"
41230,"['Agonizing Iceproof Soul (Rainbow)','','','','','','','','','','','']"
41231,"['Silent Lightningproof Soul (Silver)','','','','','','','','','','','']"
41232,"['Silent Lightningproof Soul (Gold)','','','','','','','','','','','']"
41233,"['Silent Lightningproof Soul (Rainbow)','','','','','','','','','','','']"
41234,"['Drowsy Windproof Soul (Silver)','','','','','','','','','','','']"
41235,"['Drowsy Windproof Soul (Gold)','','','','','','','','','','','']"
41236,"['Drowsy Windproof Soul (Rainbow)','','','','','','','','','','','']"
41237,"['Writhing Lightproof Soul (Silver)','','','','','','','','','','','']"
41238,"['Writhing Lightproof Soul (Gold)','','','','','','','','','','','']"
41239,"['Writhing Lightproof Soul (Rainbow)','','','','','','','','','','','']"
41240,"['Withered Darkproof Soul (Silver)','','','','','','','','','','','']"
41241,"['Withered Darkproof Soul (Gold)','','','','','','','','','','','']"
41242,"['Withered Darkproof Soul (Rainbow)','','','','','','','','','','','']"
41243,"['Charred Antidote Soul (Silver)','','','','','','','','','','','']"
41244,"['Charred Antidote Soul (Gold)','','','','','','','','','','','']"
41245,"['Charred Antidote Soul (Rainbow)','','','','','','','','','','','']"
41246,"['Frozen Staunching Soul (Silver)','','','','','','','','','','','']"
41247,"['Frozen Staunching Soul (Gold)','','','','','','','','','','','']"
41248,"['Frozen Staunching Soul (Rainbow)','','','','','','','','','','','']"
41249,"['Roaring Articulate Soul (Silver)','','','','','','','','','','','']"
41250,"['Roaring Articulate Soul (Gold)','','','','','','','','','','','']"
41251,"['Roaring Articulate Soul (Rainbow)','','','','','','','','','','','']"
41252,"['Savage Wakeful Soul (Silver)','','','','','','','','','','','']"
41253,"['Savage Wakeful Soul (Gold)','','','','','','','','','','','']"
41254,"['Savage Wakeful Soul (Rainbow)','','','','','','','','','','','']"
41255,"['Shining Lively Soul (Silver)','','','','','','','','','','','']"
41256,"['Shining Lively Soul (Gold)','','','','','','','','','','','']"
41257,"['Shining Lively Soul (Rainbow)','','','','','','','','','','','']"
41258,"['Shadowy Calming Soul (Silver)','','','','','','','','','','','']"
41259,"['Shadowy Calming Soul (Gold)','','','','','','','','','','','']"
41260,"['Shadowy Calming Soul (Rainbow)','','','','','','','','','','','']"
41261,"['Charred Fortifying Soul (Silver)','','','','','','','','','','','']"
41262,"['Charred Fortifying Soul (Gold)','','','','','','','','','','','']"
41263,"['Charred Fortifying Soul (Rainbow)','','','','','','','','','','','']"
41264,"['Savage Bright Soul (Silver)','','','','','','','','','','','']"
41265,"['Savage Bright Soul (Gold)','','','','','','','','','','','']"
41266,"['Savage Bright Soul (Rainbow)','','','','','','','','','','','']"
41267,"['Blissful Brutal Soul (Silver)','','','','','','','','','','','']"
41268,"['Blissful Brutal Soul (Gold)','','','','','','','','','','','']"
41269,"['Blissful Brutal Soul (Rainbow)','','','','','','','','','','','']"
41270,"['Wrathful Steadfast Soul (Silver)','','','','','','','','','','','']"
41271,"['Wrathful Steadfast Soul (Gold)','','','','','','','','','','','']"
41272,"['Wrathful Steadfast Soul (Rainbow)','','','','','','','','','','','']"
41275,"['Soul of War (<JobIcon_0002>Fiore) I','','','','','','','','','','','']"
41276,"['Soul of War (Lionel) I','','','','','','','','','','','']"
41277,"['Soul of War (Eliza) I','','','','','','','','','','','']"
41278,"['Soul of War (Tikilen) I','','','','','','','','','','','']"
41279,"['Soul of War (Kouren) I','','','','','','','','','','','']"
41280,"['Soul of War (<JobIcon_0001>Sofia) I','','','','','','','','','','','']"
41281,"['Soul of War (Therese) I','','','','','','','','','','','']"
41282,"['Soul of War (Molu) I','','','','','','','','','','','']"
41283,"['Soul of War (Varkyn) I','','','','','','','','','','','']"
41284,"['Soul of War (Cyrus) I','','','','','','','','','','','']"
41399,"['Soul of War (Cyrus) II','','','','','','','','','','','']"
41400,"['Soul of War (Cyrus) III','','','','','','','','','','','']"
41285,"['Soul of War (Scarecrow) I','','','','','','','','','','','']"
41286,"[""Soul of War (Z'aanta) I"",'','','','','','','','','','','']"
41287,"['Soul of War (Kersjes) I','','','','','','','','','','','']"
41288,"['Soul of War (Yunnie) I','','','','','','','','','','','']"
41289,"['Soul of War (Jillmeila) I','','','','','','','','','','','']"
41290,"['Soul of War (Gilderoy) I','','','','','','','','','','','']"
41291,"['Soul of War (Cardona) I','','','','','','','','','','','']"
41292,"['Soul of War (Cecily) I','','','','','','','','','','','']"
41358,"['Soul of War (Cecily) II','','','','','','','','','','','']"
41359,"['Soul of War (Cecily) III','','','','','','','','','','','']"
41293,"['Soul of War (Largo) I','','','','','','','','','','','']"
41294,"[""Soul of War (W'ludai) I"",'','','','','','','','','','','']"
41295,"['Soul of War (<JobIcon_0005>Millard) I','','','','','','','','','','','']"
41296,"['Soul of War (Molrusso) I','','','','','','','','','','','']"
41297,"['Soul of War (Stead) I','','','','','','','','','','','']"
41298,"['Soul of War (Yan Long) I','','','','','','','','','','','']"
41299,"['Soul of War (Promme) I','','','','','','','','','','','']"
41300,"['Soul of War (Viola) I','','','','','','','','','','','']"
41301,"['Soul of War (Heathcote) I','','','','','','','','','','','']"
41302,"['Soul of War (Nicola) I','','','','','','','','','','','']"
41303,"[""Soul of War (Ri'tu) I"",'','','','','','','','','','','']"
41304,"['Soul of War (Falco) I','','','','','','','','','','','']"
41305,"['Soul of War (Theo) I','','','','','','','','','','','']"
41306,"['Soul of War (<JobIcon_0084>Lumis) I','','','','','','','','','','','']"
41307,"['Soul of War (Soleil) I','','','','','','','','','','','']"
41308,"['Soul of War (Gertrude) I','','','','','','','','','','','']"
41309,"['Soul of War (Hayes) I','','','','','','','','','','','']"
41310,"['Soul of War (Lynette) I','','','','','','','','','','','']"
41311,"['Soul of War (Harley) I','','','','','','','','','','','']"
41312,"['Soul of War (Hasumi) I','','','','','','','','','','','']"
41313,"['Soul of War (Glossom) I','','','','','','','','','','','']"
41314,"['Soul of War (<JobIcon_0068>Primrose) I','','','','','','','','','','','']"
41329,"['Soul of War (Lars) I','','','','','','','','','','','']"
41330,"['Soul of War (Richard) I','','','','','','','','','','','']"
41331,"['Soul of War (Nina-Lanna) I','','','','','','','','','','','']"
41385,"['Soul of War (2B) I','','','','','','','','','','','']"
41386,"['Soul of War (9S) I','','','','','','','','','','','']"
41387,"['Soul of War (A2) I','','','','','','','','','','','']"
41401,"[""Soul of War (<JobIcon_0072>H'aanit) I"",'','','','','','','','','','','']"
41402,"['Soul of War (Chloe) I','','','','','','','','','','','']"
41403,"['Soul of War (Olberic) I','','','','','','','','','','','']"
41404,"['Soul of War (Joshua) I','','','','','','','','','','','']"
41405,"['Soul of War (Edea) I','','','','','','','','','','','']"
41406,"['Soul of War (Elvis) I','','','','','','','','','','','']"
41407,"['Soul of War (<JobIcon_0603>Alaune) I','','','','','','','','','','','']"
41408,"['Soul of War (Odette) I','','','','','','','','','','','']"
41409,"['Soul of War (Odette) II','','','','','','','','','','','']"
41410,"['Soul of War (Eleonora) I','','','','','','','','','','','']"
